milestones_total,milestones_completed,milestones_completion_pct,milestones_on_time_pct,time_elapsed_pct,schedule_variance,delivery_velocity,budget_used_pct,budget_efficiency,resource_availability,resource_availability_code,collaborators,sdg_confidence_avg,project_status
8,4,0.4498,0.2879,0.5431,-0.0933,7.3656,43.81,1.0037,Medium,1,5,0.722,At Risk
16,10,0.6147,0.3546,0.5762,0.0385,17.3554,69.14,0.8764,Low,0,8,0.887,On Track
17,10,0.5657,0.5589,0.4314,0.1342,23.1792,47.65,1.1628,Medium,1,1,0.399,On Track
22,13,0.5817,0.6729,0.6742,-0.0924,19.2825,65.52,0.8746,Low,0,7,0.773,At Risk
19,13,0.6852,0.7436,0.7094,-0.0242,18.3252,26.6,2.4829,Low,0,11,0.78,On Track
24,11,0.4449,0.2566,0.7129,-0.268,15.4309,53.04,0.8232,Medium,1,3,0.884,At Risk
23,12,0.5328,0.5644,0.6778,-0.145,17.7049,63.17,0.8302,High,2,6,0.954,At Risk
3,1,0.2649,0.142,0.2841,-0.0192,3.5201,34.64,0.7433,High,2,7,0.824,At Risk
18,7,0.4049,0.5339,0.06,0.3449,116.6599,57.88,0.6876,Medium,1,2,0.706,At Risk
4,0,0.0335,0.0,0.1995,-0.1659,0.0,3.0,0.8382,High,2,5,0.622,At Risk
20,6,0.2984,0.3301,0.2231,0.0753,26.8888,60.11,0.4883,Low,0,4,0.556,At Risk
8,5,0.658,0.4658,0.7963,-0.1383,6.2787,81.54,0.7972,Medium,1,12,0.732,At Risk
9,7,0.7384,0.9749,0.6354,0.103,11.0159,19.31,3.6349,High,2,9,0.605,Excellent
14,7,0.502,0.2894,0.5071,-0.0052,13.803,22.65,2.1228,Medium,1,2,0.554,On Track
21,21,0.99,1.0,0.7447,0.2453,28.1991,47.37,2.0468,High,2,8,0.756,Excellent
20,8,0.4205,0.4442,0.4976,-0.0771,16.0769,48.81,0.8442,High,2,4,0.561,At Risk
25,17,0.6704,0.5757,0.4246,0.2459,40.041,57.01,1.1557,Medium,1,8,0.907,On Track
19,12,0.6372,0.5022,0.6208,0.0164,19.3308,50.05,1.2481,High,2,1,0.92,On Track
23,20,0.8869,0.9313,0.6141,0.2728,32.5666,54.45,1.5995,Medium,1,6,0.666,On Track
19,10,0.5347,0.4489,0.5637,-0.029,17.7388,58.76,0.8948,Medium,1,6,0.814,On Track
16,12,0.7783,0.5231,0.808,-0.0298,14.8508,29.48,2.5536,High,2,12,0.678,On Track
17,2,0.0991,0.0444,0.2069,-0.1078,9.6663,51.67,0.1882,Low,0,4,0.649,At Risk
24,19,0.7904,0.7602,0.708,0.0824,26.8347,49.09,1.5781,Medium,1,3,0.928,On Track
15,12,0.7962,0.7788,0.6789,0.1173,17.6764,61.65,1.2709,Medium,1,9,0.569,On Track
6,4,0.6804,0.9062,0.883,-0.2026,4.5298,32.67,2.0206,Medium,1,12,0.813,At Risk
22,12,0.5281,0.5956,0.5263,0.0018,22.8014,59.12,0.8784,Medium,1,6,0.868,On Track
23,16,0.6886,0.4651,0.6676,0.021,23.9679,97.29,0.7006,Low,0,1,0.535,At Risk
11,9,0.8616,0.6815,0.7759,0.0857,11.5994,16.64,4.8842,Medium,1,5,0.801,On Track
15,9,0.6128,0.7135,0.6001,0.0128,14.9986,55.97,1.0756,Medium,1,7,0.613,On Track
4,1,0.246,0.0888,0.3655,-0.1195,2.7358,12.14,1.8719,Medium,1,1,0.617,At Risk
5,2,0.4188,0.35,0.582,-0.1632,3.4365,59.3,0.6945,Low,0,7,0.908,At Risk
16,12,0.7642,0.796,0.8975,-0.1333,13.3706,96.35,0.785,Low,0,11,0.88,At Risk
25,7,0.2656,0.4735,0.2871,-0.0215,24.3819,10.37,2.336,Medium,1,11,0.876,On Track
14,1,0.1049,0.1798,0.2913,-0.1864,3.4329,3.0,2.6213,High,2,10,0.769,At Risk
11,4,0.3951,0.3424,0.396,-0.0009,10.1013,26.14,1.456,Low,0,2,0.766,On Track
10,6,0.632,0.611,0.6014,0.0306,9.9766,54.89,1.1307,Medium,1,5,0.916,On Track
15,5,0.3546,0.4114,0.2967,0.0578,16.85,35.97,0.9591,Low,0,9,0.466,On Track
10,6,0.6348,0.4035,0.5169,0.118,11.6084,66.44,0.9414,High,2,7,0.347,On Track
17,10,0.5865,0.4339,0.4555,0.131,21.9528,61.7,0.9354,High,2,4,0.401,On Track
8,7,0.8457,1.0,0.6784,0.1673,10.3186,41.79,1.9762,Medium,1,3,0.543,Excellent
5,4,0.722,0.5947,0.3788,0.3432,10.5597,3.0,18.0509,High,2,11,0.671,On Track
9,1,0.1451,0.154,0.2369,-0.0918,4.2205,16.61,0.8242,Medium,1,8,0.875,At Risk
23,7,0.2952,0.4278,0.1613,0.134,43.4053,13.68,2.011,Low,0,9,0.713,On Track
10,8,0.8295,0.5567,0.6699,0.1595,11.9416,50.38,1.6145,Low,0,3,0.681,On Track
14,11,0.7995,0.8577,0.8034,-0.0039,13.6919,52.93,1.4825,Low,0,11,0.725,On Track
23,15,0.6437,0.8426,0.7781,-0.1344,19.2767,114.79,0.5559,Medium,1,7,0.342,At Risk
17,14,0.8293,0.9532,0.8009,0.0283,17.4793,54.91,1.4833,High,2,5,0.904,On Track
20,16,0.7891,0.8565,0.7717,0.0174,20.7336,41.08,1.8752,Medium,1,11,0.885,On Track
7,3,0.3849,0.6797,0.3505,0.0344,8.5591,3.0,9.623,Medium,1,8,0.956,On Track
14,6,0.4253,0.3483,0.4729,-0.0475,12.6885,28.08,1.4627,High,2,4,0.886,On Track
11,6,0.5194,0.6623,0.4993,0.0201,12.016,58.3,0.876,Medium,1,12,0.572,On Track
15,8,0.5599,0.2399,0.6709,-0.1109,11.925,47.27,1.1599,Low,0,11,0.664,At Risk
11,6,0.5181,0.4648,0.3753,0.1428,15.9881,33.0,1.5237,High,2,7,0.81,On Track
24,22,0.9148,1.0,0.9295,-0.0147,23.6681,81.59,1.1077,High,2,3,0.712,On Track
18,14,0.7889,0.6553,0.7598,0.0291,18.4267,71.52,1.0878,Medium,1,1,0.658,On Track
11,4,0.3669,0.2716,0.4264,-0.0595,9.3805,37.71,0.948,Medium,1,6,0.535,At Risk
10,5,0.4666,0.5347,0.3929,0.0737,12.7261,44.87,1.0173,Medium,1,11,0.716,On Track
12,8,0.6417,0.6233,0.3113,0.3305,25.7025,56.35,1.1189,Low,0,6,0.65,On Track
18,11,0.6353,0.4252,0.7234,-0.0882,15.2052,23.51,2.5922,High,2,8,0.908,At Risk
16,2,0.1457,0.5202,0.2313,-0.0857,8.645,49.39,0.2891,Medium,1,10,0.894,At Risk
23,5,0.2072,0.4001,0.4725,-0.2652,10.5824,47.59,0.4265,Medium,1,2,0.528,At Risk
24,9,0.3798,0.1268,0.4142,-0.0343,21.73,27.5,1.3327,Medium,1,6,0.812,On Track
7,5,0.7091,0.6305,0.6207,0.0884,8.0552,50.45,1.3783,High,2,5,0.651,On Track
15,7,0.4539,0.3786,0.5597,-0.1058,12.5069,67.65,0.6612,High,2,1,0.723,At Risk
5,4,0.8836,0.9282,0.7095,0.1741,5.6377,67.87,1.283,Medium,1,10,0.931,On Track
13,5,0.4199,0.1783,0.5389,-0.119,9.2789,38.83,1.0541,Medium,1,3,0.809,At Risk
19,8,0.4406,0.5451,0.2739,0.1667,29.2041,72.62,0.5985,Medium,1,6,0.582,At Risk
23,9,0.3901,0.5796,0.3736,0.0165,24.0895,23.5,1.5925,High,2,10,0.729,On Track
3,0,0.1019,0.3311,0.1598,-0.0579,0.0,34.89,0.2839,High,2,11,0.33,At Risk
3,2,0.605,0.4564,0.5749,0.0301,3.4789,57.74,1.03,High,2,4,0.591,On Track
5,2,0.4112,0.285,0.5211,-0.1099,3.8382,13.93,2.7537,Medium,1,11,0.688,At Risk
12,7,0.5695,0.364,0.6533,-0.0838,10.7149,22.82,2.3911,Medium,1,5,0.631,At Risk
22,0,0.0,0.0,0.0626,-0.0626,0.0,62.8,0.0,Medium,1,2,0.691,At Risk
21,7,0.3552,0.4468,0.1797,0.1754,38.95,29.97,1.1466,Low,0,3,0.93,On Track
10,8,0.8217,0.8494,0.6863,0.1355,11.6572,88.92,0.9138,Medium,1,3,0.795,On Track
17,17,0.9711,1.0,0.7607,0.2105,22.3482,46.83,2.0306,Low,0,6,0.825,Excellent
7,4,0.5594,0.8877,0.5182,0.0412,7.7192,34.82,1.5617,Medium,1,4,0.696,On Track
15,6,0.4096,0.3658,0.371,0.0386,16.1742,15.7,2.4519,Low,0,9,0.89,On Track
8,6,0.7269,0.8173,0.5806,0.1463,10.3342,31.94,2.2066,Low,0,10,0.465,On Track
25,12,0.4797,0.49,0.6799,-0.2001,17.6508,34.19,1.3631,High,2,10,0.4,At Risk
5,4,0.7856,0.7805,0.758,0.0276,5.277,57.57,1.3412,Medium,1,11,0.679,On Track
20,14,0.7051,0.5481,0.7875,-0.0823,17.7786,75.34,0.9237,Medium,1,11,0.353,At Risk
12,4,0.3223,0.2128,0.2695,0.0527,14.8421,47.36,0.6663,High,2,4,0.762,At Risk
18,9,0.5049,0.4086,0.4922,0.0127,18.2856,20.88,2.3076,High,2,12,0.587,On Track
9,5,0.5357,0.2962,0.6012,-0.0654,8.317,39.85,1.3115,Medium,1,9,0.766,At Risk
5,5,0.9253,1.0,0.851,0.0743,5.8757,35.36,2.5451,High,2,12,0.622,On Track
17,5,0.2663,0.2993,0.4414,-0.1751,11.3282,12.26,2.0088,Medium,1,11,0.747,At Risk
6,2,0.3766,0.611,0.2429,0.1336,8.2324,69.97,0.5307,High,2,9,0.694,At Risk
6,2,0.375,0.4953,0.3678,0.0072,5.4385,44.77,0.8192,Medium,1,5,0.639,On Track
16,11,0.6766,0.6653,0.5894,0.0873,18.6644,66.57,1.0013,Low,0,4,0.698,On Track
7,4,0.5082,0.6022,0.4748,0.0334,8.424,83.94,0.5983,Medium,1,8,0.573,At Risk
18,5,0.2533,0.1162,0.2687,-0.0154,18.6096,3.0,6.3331,Medium,1,9,0.889,On Track
4,4,0.8769,0.9763,0.7703,0.1066,5.1928,73.9,1.1707,Medium,1,8,0.476,On Track
17,16,0.9493,1.0,0.7345,0.2148,21.7839,67.2,1.3921,High,2,3,0.73,On Track
25,24,0.9718,1.0,0.8468,0.125,28.3416,61.37,1.5582,Low,0,8,0.87,On Track
10,7,0.6606,0.684,0.5459,0.1148,12.8237,22.31,2.8337,Medium,1,8,0.943,On Track
8,2,0.3035,0.293,0.1802,0.1233,11.0999,64.61,0.4626,Medium,1,9,0.663,At Risk
22,8,0.3557,0.1521,0.4837,-0.128,16.5407,3.0,8.8926,Low,0,12,0.771,At Risk
3,2,0.5333,0.6566,0.7604,-0.2271,2.6302,35.98,1.442,High,2,3,0.682,At Risk
13,5,0.3994,0.4692,0.4109,-0.0116,12.167,71.91,0.5477,Low,0,8,0.935,At Risk
25,13,0.5188,0.5072,0.1543,0.3645,84.2333,17.27,2.8394,Medium,1,10,0.757,On Track
18,2,0.0935,0.0,0.0664,0.027,30.1012,19.01,0.467,High,2,11,0.814,At Risk
12,8,0.6709,0.875,0.6515,0.0194,12.2787,57.99,1.1374,High,2,8,0.823,On Track
14,12,0.8449,0.9367,0.743,0.1019,16.1501,37.93,2.1702,Low,0,7,0.849,Excellent
16,15,0.9139,0.674,0.7485,0.1654,20.0407,55.88,1.6067,Medium,1,11,0.865,On Track
5,3,0.6274,0.7177,0.5558,0.0716,5.3977,21.93,2.7355,High,2,3,0.899,On Track
23,17,0.7326,0.8414,0.7439,-0.0114,22.8512,44.33,1.6159,High,2,6,0.704,On Track
23,16,0.6883,0.5694,0.6468,0.0415,24.7373,57.84,1.1697,Low,0,11,0.514,On Track
3,2,0.8062,1.0,0.6637,0.1425,3.0134,31.52,2.4793,Low,0,1,0.442,Excellent
22,5,0.2417,0.2678,0.1261,0.1156,39.6598,69.29,0.3438,High,2,1,0.918,At Risk
24,8,0.3301,0.4568,0.6785,-0.3484,11.7911,70.51,0.4616,Medium,1,12,0.561,Delayed
13,7,0.5479,0.5602,0.4965,0.0514,14.0997,22.69,2.3129,High,2,2,0.699,On Track
19,14,0.7281,0.84,0.5455,0.1825,25.6622,65.16,1.1006,Low,0,8,0.951,On Track
18,11,0.6081,0.3163,0.3456,0.2624,31.8243,3.0,15.2021,Medium,1,3,0.437,On Track
4,4,0.8797,0.6957,0.7203,0.1594,5.5533,47.92,1.7982,Medium,1,4,0.85,On Track
25,21,0.8387,1.0,0.9503,-0.1116,22.0985,42.51,1.9275,Low,0,7,0.921,At Risk
23,22,0.9562,0.7152,0.9054,0.0508,24.2987,45.36,2.0625,High,2,3,0.547,On Track
13,13,0.99,1.0,0.8446,0.1454,15.3926,53.59,1.8134,Low,0,2,0.624,On Track
24,0,0.0198,0.2156,0.1101,-0.0904,0.0,50.1,0.0387,High,2,6,0.406,At Risk
13,10,0.7607,0.7698,0.7364,0.0243,13.5789,41.1,1.807,High,2,8,0.609,On Track
19,8,0.4436,0.3675,0.5904,-0.1468,13.5499,39.5,1.0955,Medium,1,9,0.467,At Risk
9,3,0.3437,0.3004,0.393,-0.0492,7.6345,40.07,0.8368,Medium,1,5,0.65,On Track
16,6,0.348,0.1028,0.5294,-0.1814,11.3333,18.29,1.8039,Medium,1,6,0.844,At Risk
16,9,0.5789,0.4708,0.5643,0.0147,15.9504,68.01,0.8389,Low,0,5,0.912,On Track
20,20,0.9846,1.0,0.863,0.1216,23.174,66.76,1.4531,High,2,1,0.456,On Track
12,4,0.3442,0.2696,0.3644,-0.0202,10.9764,41.76,0.805,High,2,5,0.886,On Track
14,3,0.2263,0.1273,0.3248,-0.0985,9.2371,16.65,1.2819,Medium,1,8,0.778,At Risk
15,2,0.1646,0.0,0.1973,-0.0327,10.1347,17.09,0.91,High,2,6,0.955,On Track
19,12,0.6556,0.6334,0.7324,-0.0768,16.3856,18.16,3.4217,Low,0,5,0.915,At Risk
19,15,0.7741,0.8343,0.7753,-0.0012,19.3466,82.79,0.9238,Low,0,6,0.621,On Track
9,6,0.6184,0.5199,0.6027,0.0157,9.9549,24.73,2.403,Medium,1,11,0.602,On Track
18,15,0.8396,0.9262,0.656,0.1836,22.8652,66.96,1.2354,Medium,1,2,0.368,On Track
13,5,0.3865,0.3113,0.6153,-0.2287,8.1267,57.34,0.6626,Low,0,4,0.875,At Risk
13,10,0.7817,0.6296,0.702,0.0796,14.2444,20.63,3.6136,Medium,1,12,0.7,On Track
12,10,0.7946,0.8433,0.5772,0.2174,17.3261,75.66,1.0365,Medium,1,3,0.813,On Track
21,1,0.0485,0.0695,0.0695,-0.0209,14.3983,69.74,0.0686,Medium,1,11,0.682,At Risk
5,2,0.454,0.668,0.2617,0.1923,7.6421,59.89,0.7456,Medium,1,1,0.503,At Risk
15,7,0.4597,0.6672,0.3663,0.0934,19.1089,26.97,1.6436,Medium,1,12,0.677,On Track
20,20,0.99,0.8906,0.7752,0.2148,25.8001,87.61,1.1173,Low,0,7,0.721,On Track
20,11,0.569,0.5956,0.8435,-0.2745,13.0411,58.32,0.9592,Low,0,10,0.66,At Risk
4,4,0.99,1.0,0.6815,0.3085,5.8697,27.66,3.4547,Medium,1,7,0.623,Excellent
12,7,0.5958,0.8959,0.5854,0.0105,11.9582,41.06,1.4166,Medium,1,2,0.692,On Track
3,2,0.7099,0.7313,0.5677,0.1421,3.5227,66.07,1.0584,High,2,1,0.411,On Track
9,0,0.0541,0.0,0.0717,-0.0176,0.0,10.97,0.4523,High,2,8,0.611,At Risk
22,3,0.1394,0.0,0.2637,-0.1242,11.3776,75.48,0.1823,Medium,1,11,0.793,At Risk
4,1,0.2076,0.5886,0.461,-0.2535,2.169,63.93,0.3197,Medium,1,9,0.746,At Risk
20,13,0.6618,0.7639,0.4886,0.1732,26.6067,81.43,0.8029,High,2,10,0.631,On Track
15,6,0.403,0.5319,0.1298,0.2732,46.2217,37.82,1.0382,Low,0,10,0.81,On Track
7,5,0.679,0.3715,0.6503,0.0287,7.6885,39.14,1.6917,High,2,11,0.738,On Track
24,18,0.7579,0.7329,0.8293,-0.0714,21.7051,66.15,1.1286,Medium,1,12,0.77,At Risk
25,19,0.7509,0.4812,0.627,0.1239,30.3041,36.46,2.0043,High,2,10,0.655,On Track
24,3,0.1139,0.1238,0.2848,-0.1709,10.5333,35.5,0.3121,Medium,1,2,0.504,At Risk
9,3,0.3351,0.2845,0.4093,-0.0743,7.3288,51.36,0.6399,High,2,1,0.8,At Risk
24,5,0.2195,0.1786,0.2933,-0.0739,17.0461,70.82,0.3056,Medium,1,11,0.711,At Risk
17,3,0.1767,0.2735,0.2658,-0.0892,11.2863,52.68,0.3291,Medium,1,11,0.819,At Risk
8,2,0.2212,0.2781,0.1843,0.0369,10.8493,96.44,0.227,High,2,2,0.454,At Risk
24,19,0.7877,0.7249,0.5923,0.1954,32.0759,86.82,0.897,Medium,1,3,0.692,On Track
4,2,0.4062,0.385,0.3572,0.0489,5.599,48.38,0.8225,Low,0,7,0.25,On Track
6,3,0.5833,0.746,0.7693,-0.1861,3.8995,76.8,0.7497,Medium,1,11,0.603,At Risk
3,0,0.0662,0.0294,0.1743,-0.1081,0.0,15.38,0.4041,Medium,1,6,0.505,At Risk
7,1,0.1186,0.0324,0.2779,-0.1592,3.5989,34.38,0.3353,High,2,5,0.978,At Risk
20,18,0.9197,0.7731,0.7152,0.2045,25.1681,8.88,9.313,Medium,1,12,0.874,On Track
11,10,0.9167,1.0,0.845,0.0717,11.8345,36.5,2.4444,Medium,1,5,0.815,On Track
8,6,0.6993,0.7715,0.7255,-0.0261,8.2707,29.81,2.2698,Medium,1,7,0.696,On Track
4,2,0.6087,0.7406,0.7479,-0.1392,2.6743,69.44,0.8641,High,2,6,0.751,At Risk
3,2,0.6157,0.3838,0.5865,0.0292,3.4102,63.49,0.9547,Medium,1,7,0.402,On Track
21,11,0.5286,0.7018,0.6828,-0.1542,16.1097,70.2,0.7424,Low,0,11,0.636,At Risk
21,4,0.1966,0.1816,0.3753,-0.1787,10.6578,28.01,0.6779,Medium,1,1,0.737,At Risk
18,17,0.9218,1.0,0.7391,0.1827,23.0003,73.2,1.2422,Medium,1,10,0.788,On Track
19,18,0.9527,1.0,0.9272,0.0255,19.4136,42.7,2.1801,Medium,1,1,0.799,On Track
6,1,0.1426,0.2308,0.3416,-0.199,2.9277,21.55,0.6324,Low,0,7,0.838,At Risk
21,18,0.8381,0.8168,0.8785,-0.0403,20.4903,43.13,1.8991,Medium,1,12,0.647,On Track
15,2,0.1311,0.3664,0.4187,-0.2876,4.7762,28.42,0.4457,Medium,1,8,0.677,At Risk
5,3,0.5034,0.5421,0.477,0.0264,6.2889,65.12,0.7614,Medium,1,1,0.681,At Risk
24,20,0.8459,0.8953,0.7613,0.0847,26.2716,52.71,1.5749,Medium,1,7,0.87,On Track
22,12,0.557,0.6566,0.7673,-0.2102,15.6394,81.84,0.6724,Low,0,10,0.522,At Risk
24,4,0.1669,0.1032,0.464,-0.2971,8.621,30.49,0.5299,High,2,3,0.825,At Risk
18,13,0.7148,0.262,0.5649,0.1499,23.013,53.38,1.3144,High,2,7,0.696,On Track
20,11,0.5383,0.5258,0.6259,-0.0877,17.5734,76.93,0.6907,Low,0,2,0.892,At Risk
5,4,0.7106,0.4948,0.7807,-0.0701,5.1238,73.42,0.9548,Medium,1,11,0.53,At Risk
18,0,0.0259,0.0934,0.3964,-0.3705,0.0,54.67,0.0465,High,2,4,0.664,At Risk
7,4,0.5503,0.6372,0.5515,-0.0011,7.2536,79.98,0.6795,Medium,1,11,0.614,At Risk
3,2,0.7238,0.6354,0.4751,0.2488,4.21,12.28,5.4512,High,2,7,0.905,On Track
3,2,0.5615,0.5938,0.3442,0.2173,5.8111,9.34,5.431,Medium,1,1,0.597,On Track
24,12,0.5027,0.3123,0.692,-0.1893,17.3411,78.06,0.6358,Low,0,11,0.781,At Risk
6,3,0.4994,0.4873,0.4672,0.0322,6.4212,77.5,0.6362,Low,0,2,0.556,At Risk
9,4,0.3937,0.398,0.4806,-0.0869,8.3226,21.52,1.7479,Medium,1,2,0.778,At Risk
7,2,0.2866,0.2429,0.3769,-0.0903,5.3063,17.24,1.5711,Medium,1,8,0.939,At Risk
3,2,0.7309,0.6747,0.7431,-0.0122,2.6913,8.48,7.7124,Medium,1,5,0.647,On Track
21,13,0.5996,0.4861,0.5464,0.0532,23.7906,29.57,1.9613,High,2,4,0.815,On Track
17,8,0.4624,0.4146,0.4484,0.014,17.8402,86.46,0.5287,High,2,12,0.741,At Risk
8,3,0.3501,0.5071,0.4444,-0.0943,6.7511,41.66,0.8206,Medium,1,1,0.906,At Risk
14,4,0.2801,0.3098,0.1466,0.1335,27.2854,49.57,0.5539,Medium,1,12,0.8,At Risk
25,22,0.8648,0.9799,0.8215,0.0433,26.7791,85.77,0.9966,High,2,12,0.497,On Track
7,3,0.4756,0.7241,0.4092,0.0664,7.332,47.93,0.972,Low,0,12,0.684,On Track
5,1,0.2445,0.3157,0.2709,-0.0264,3.6912,47.77,0.5013,Medium,1,5,0.844,At Risk
23,3,0.1463,0.1071,0.1925,-0.0463,15.5829,3.0,3.6563,Low,0,9,0.714,On Track
25,23,0.9083,0.6606,0.7101,0.1982,32.3902,80.83,1.1099,Medium,1,8,0.648,On Track
17,17,0.99,1.0,0.9212,0.0688,18.4549,26.26,3.6314,Medium,1,11,0.803,On Track
11,0,0.0,0.0335,0.2105,-0.2105,0.0,46.07,0.0,Low,0,1,0.797,At Risk
25,1,0.0333,0.0342,0.1708,-0.1375,5.8562,3.0,0.8324,Medium,1,1,0.434,At Risk
3,2,0.7332,0.559,0.7668,-0.0336,2.6081,28.38,2.4959,High,2,1,0.77,On Track
3,2,0.7182,0.5889,0.8684,-0.1502,2.3032,27.12,2.5538,Medium,1,11,0.92,At Risk
24,11,0.4696,0.4376,0.2849,0.1847,38.6135,16.0,2.7621,Low,0,10,0.291,On Track
5,2,0.4825,0.6158,0.7265,-0.2441,2.7529,42.44,1.1105,Medium,1,7,0.836,At Risk
12,3,0.2616,0.4706,0.4954,-0.2338,6.0557,47.85,0.5356,Low,0,5,0.607,At Risk
22,17,0.7775,0.8668,0.6739,0.1036,25.2271,28.85,2.6048,Low,0,3,0.881,Excellent
18,3,0.1459,0.0821,0.3067,-0.1608,9.7809,18.43,0.7507,High,2,10,0.859,At Risk
4,2,0.5611,0.3023,0.5453,0.0157,3.6674,90.0,0.6166,Low,0,6,0.843,At Risk
14,8,0.5595,0.5132,0.5732,-0.0137,13.9558,3.0,13.9887,Medium,1,10,0.759,On Track
17,17,0.99,0.7583,0.9112,0.0788,18.6557,59.63,1.6328,High,2,8,0.799,On Track
24,4,0.1854,0.1389,0.1591,0.0263,25.1459,68.11,0.2682,Low,0,3,0.763,At Risk
7,5,0.662,0.3874,0.6399,0.022,7.8133,73.06,0.8938,High,2,2,0.581,On Track
14,4,0.3074,0.4606,0.287,0.0203,13.9357,46.99,0.6405,High,2,11,0.742,At Risk
8,6,0.6896,0.893,0.7155,-0.0259,8.3862,62.54,1.0852,Medium,1,11,0.655,On Track
16,3,0.1923,0.0349,0.3815,-0.1892,7.864,28.63,0.6491,Medium,1,8,0.567,At Risk
15,9,0.6015,0.7188,0.5265,0.0749,17.0926,60.49,0.9781,Low,0,8,0.782,On Track
11,2,0.2094,0.1671,0.2688,-0.0594,7.441,43.4,0.4716,Medium,1,10,0.784,At Risk
13,6,0.4377,0.5742,0.6187,-0.181,9.6975,64.24,0.6709,Low,0,5,0.868,At Risk
11,7,0.6031,0.6917,0.747,-0.1439,9.3707,21.48,2.6835,Medium,1,1,0.659,At Risk
22,2,0.098,0.124,0.2017,-0.1038,9.9148,62.77,0.1536,High,2,11,0.825,At Risk
25,10,0.4042,0.533,0.3044,0.0997,32.8467,28.18,1.3851,High,2,10,0.755,On Track
13,4,0.301,0.4726,0.3158,-0.0148,12.6657,61.11,0.4846,High,2,10,0.829,At Risk
3,2,0.7149,0.7703,0.6962,0.0187,2.8726,79.14,0.8921,High,2,3,0.432,On Track
22,12,0.5676,0.7465,0.6933,-0.1257,17.3089,60.4,0.9244,Medium,1,5,0.586,At Risk
21,12,0.5504,0.5542,0.3311,0.2192,36.2382,5.64,8.2867,High,2,7,0.492,On Track
10,3,0.2606,0.2066,0.4016,-0.141,7.4702,64.04,0.4007,Low,0,7,0.425,At Risk
15,3,0.2184,0.4112,0.3036,-0.0852,9.8814,49.08,0.4361,High,2,11,0.281,At Risk
15,6,0.415,0.3464,0.4619,-0.0469,12.9885,63.03,0.6482,Low,0,10,0.576,At Risk
10,5,0.5114,0.4395,0.3051,0.2063,16.3901,75.14,0.6716,High,2,8,0.415,At Risk
12,6,0.5353,0.4126,0.6534,-0.118,9.1829,41.39,1.2629,Medium,1,12,0.669,At Risk
3,2,0.5806,0.4214,0.4806,0.1,4.1612,17.17,3.195,High,2,6,0.891,On Track
11,10,0.8893,0.8,0.722,0.1674,13.8512,79.94,1.0987,Low,0,5,0.592,On Track
16,5,0.3396,0.2707,0.4028,-0.0632,12.4132,50.36,0.6612,High,2,3,0.905,At Risk
21,20,0.9527,0.8909,0.7761,0.1766,25.7694,47.93,1.9472,Low,0,1,0.665,Excellent
12,9,0.7885,0.624,0.6999,0.0887,12.8599,57.77,1.3418,Medium,1,3,0.678,On Track
21,5,0.2301,0.3859,0.3095,-0.0793,16.1573,49.88,0.4522,Medium,1,3,0.375,At Risk
11,8,0.7653,0.978,0.6253,0.14,12.7931,44.07,1.6982,Medium,1,9,0.811,Excellent
24,5,0.2146,0.013,0.4374,-0.2228,11.4304,59.95,0.3521,Low,0,8,0.925,At Risk
14,14,0.9672,1.0,0.8244,0.1428,16.9812,51.28,1.8502,High,2,9,0.96,On Track
5,3,0.6876,0.5224,0.7985,-0.1109,3.7569,44.14,1.5235,High,2,9,0.684,At Risk
20,9,0.4415,0.5742,0.4999,-0.0584,18.0019,72.01,0.6048,Medium,1,8,0.604,At Risk
15,12,0.8118,0.6571,0.5226,0.2892,22.962,30.26,2.597,Medium,1,4,0.83,On Track
10,4,0.42,0.6517,0.344,0.076,11.6278,55.72,0.7404,Medium,1,5,0.767,At Risk
22,22,0.99,0.7557,0.8908,0.0992,24.6972,78.09,1.2517,High,2,1,0.541,On Track
24,18,0.7417,0.7593,0.7569,-0.0152,23.7811,32.44,2.2177,Medium,1,7,0.821,On Track
17,14,0.8476,0.5619,0.738,0.1096,18.9691,61.19,1.363,Medium,1,12,0.697,On Track
9,4,0.497,0.6318,0.6187,-0.1217,6.4651,82.33,0.5964,Medium,1,5,0.719,At Risk
21,5,0.2488,0.0641,0.3941,-0.1453,12.6864,25.62,0.9346,Low,0,1,0.881,At Risk
15,10,0.6813,0.7365,0.3192,0.3621,31.3263,89.86,0.7499,Low,0,8,0.769,At Risk
20,8,0.3803,0.2627,0.3795,0.0008,21.0819,74.35,0.5047,Low,0,2,0.728,At Risk
20,10,0.5021,0.7875,0.2741,0.228,36.4765,50.24,0.98,Medium,1,6,0.821,On Track
5,2,0.3647,0.2312,0.3994,-0.0347,5.0076,43.07,0.8275,Medium,1,4,0.693,On Track
15,4,0.2393,0.0679,0.223,0.0163,17.9351,48.9,0.4797,High,2,10,0.876,At Risk
19,12,0.6438,0.6037,0.7805,-0.1368,15.3738,31.1,2.0057,Low,0,5,0.874,At Risk
19,4,0.189,0.1719,0.4207,-0.2317,9.5085,3.0,4.7243,High,2,6,0.895,At Risk
18,6,0.3391,0.419,0.4257,-0.0866,14.0942,27.27,1.1997,Low,0,9,0.781,At Risk
21,8,0.4,0.4915,0.3,0.1,26.6647,50.47,0.7771,High,2,4,0.856,At Risk
9,3,0.3307,0.2624,0.4073,-0.0766,7.3662,52.51,0.618,High,2,4,0.899,At Risk
9,6,0.6449,0.6712,0.4795,0.1654,12.5127,36.74,1.7088,Medium,1,2,0.812,On Track
