_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_0736,SolarLabs 736 (NGO),contact736@solarlabs.org,NGO,"Mumbai, India",India,"ImpactLabs 736 (NGO) focuses on community engagement and works on SDG 11, SDG 6. Operating primarily in Mumbai, India.","SDG 11, SDG 6","Project Management, Community Engagement, Project Management",https://www.solarlabs736.org,Lead 736,91836361925,42,50000,5,"English, Mandarin",Asia/Kolkata,2022-09-29T06:12:22.380407Z
partner_0737,BlueFoundation 737 (University),contact737@bluefoundation.org,University,"London, UK",UK,"RuralPartners 737 (University) focuses on data analysis and works on SDG 8, SDG 12, SDG 14, SDG 5. Operating primarily in London, UK.","SDG 8, SDG 12, SDG 14, SDG 5","Project Management, Water Management, Research",https://www.bluefoundation737.org,Lead 737,44740862051,58,10000,3,English,UTC,2023-01-17T06:12:22.380407Z
partner_0738,OceanWorks 738 (University),contact738@oceanworks.org,University,"London, UK",UK,"GreenCollective 738 (University) focuses on logistics and works on SDG 12. Operating primarily in London, UK.",SDG 12,"Agriculture, Project Management, Monitoring & Evaluation",https://www.oceanworks738.org,Lead 738,44818011541,82,100000,6,"English, Swahili",UTC,2025-03-21T06:12:22.380407Z
partner_0739,FutureNetwork 739 (Startup),contact739@futurenetwork.org,Startup,"Tokyo, Japan",Japan,"UrbanWorks 739 (Startup) focuses on fundraising and works on SDG 4, SDG 11. Operating primarily in Tokyo, Japan.","SDG 4, SDG 11","Community Engagement, Data Analysis",https://www.futurenetwork739.org,Lead 739,2884057441,78,5000,6,"English, Hindi",Asia/Tokyo,2022-07-30T06:12:22.380407Z
partner_0740,FutureCollective 740 (University),contact740@futurecollectiv.org,University,"Tokyo, Japan",Japan,"CommunityInitiative 740 (University) focuses on gis and works on SDG 6, SDG 11. Operating primarily in Tokyo, Japan.","SDG 6, SDG 11","Project Management, GIS, Project Management, Mobile App Development",https://www.futurecollectiv740.org,Lead 740,2041257040,61,10000,5,English,Asia/Tokyo,2023-07-07T06:12:22.380407Z
partner_0741,GreenInitiative 741 (Startup),contact741@greeninitiative.org,Startup,"Toronto, Canada",Canada,"CommunityPartners 741 (Startup) focuses on education and works on SDG 8, SDG 5, SDG 1, SDG 17. Operating primarily in Toronto, Canada.","SDG 8, SDG 5, SDG 1, SDG 17","Communications, Policy Advocacy, Research",https://www.greeninitiative741.org,Lead 741,2890984476,60,50000,7,"English, Arabic",America/Toronto,2025-12-02T06:12:22.380407Z
partner_0742,TerraSolutions 742 (University),contact742@terrasolutions.org,University,"Berlin, Germany",Germany,"FutureLabs 742 (University) focuses on monitoring & evaluation and works on SDG 4, SDG 9, SDG 5. Operating primarily in Berlin, Germany.","SDG 4, SDG 9, SDG 5","Communications, Project Management, Data Analysis",https://www.terrasolutions742.org,Lead 742,1652680159,71,50000,8,"English, Hindi",UTC,2025-12-12T06:12:22.380407Z
partner_0743,ImpactInitiative 743 (Startup),contact743@impactinitiativ.org,Startup,"Delhi, India",India,"ImpactLabs 743 (Startup) focuses on gis and works on SDG 1. Operating primarily in Delhi, India.",SDG 1,"Water Management, Project Management, Communications",https://www.impactinitiativ743.org,Lead 743,91877619732,58,50000,10,"English, Portuguese",Asia/Kolkata,2022-03-02T06:12:22.380407Z
partner_0744,UrbanCollective 744 (Government),contact744@urbancollective.org,Government,"Mumbai, India",India,"ImpactLabs 744 (Government) focuses on mobile app development and works on SDG 11, SDG 17, SDG 10, SDG 1. Operating primarily in Mumbai, India.","SDG 11, SDG 17, SDG 10, SDG 1","Communications, Mobile App Development, Healthcare, GIS",https://www.urbancollective744.org,Lead 744,91733903821,91,25000,6,"English, Portuguese",Asia/Kolkata,2025-12-03T06:12:22.380407Z
partner_0745,OceanLabs 745 (Private Sector),contact745@oceanlabs(priva.org,Private Sector,"Toronto, Canada",Canada,"TerraPartners 745 (Private Sector) focuses on fundraising and works on SDG 1, SDG 6, SDG 15, SDG 7. Operating primarily in Toronto, Canada.","SDG 1, SDG 6, SDG 15, SDG 7","Fundraising, Community Engagement, Data Analysis",https://www.oceanlabs(priva745.org,Lead 745,2251157101,55,100000,3,"English, French",America/Toronto,2025-10-15T06:12:22.380407Z
partner_0746,BlueCollective 746 (NGO),contact746@bluecollective.org,NGO,"Nairobi, Kenya",Kenya,"GreenSolutions 746 (NGO) focuses on water management and works on SDG 15, SDG 7, SDG 17, SDG 3. Operating primarily in Nairobi, Kenya.","SDG 15, SDG 7, SDG 17, SDG 3","Communications, Communications",https://www.bluecollective746.org,Lead 746,2002400462,69,100000,5,"English, Hindi",UTC,2023-04-21T06:12:22.380407Z
partner_0747,FuturePartners 747 (Startup),contact747@futurepartners.org,Startup,"Pune, India",India,"OceanInitiative 747 (Startup) focuses on data analysis and works on SDG 3, SDG 2, SDG 12, SDG 7. Operating primarily in Pune, India.","SDG 3, SDG 2, SDG 12, SDG 7","Project Management, Research, Water Management",https://www.futurepartners747.org,Lead 747,91965362996,41,100000,1,English,Asia/Kolkata,2025-04-26T06:12:22.380407Z
partner_0748,BlueSolutions 748 (Private Sector),contact748@bluesolutions(p.org,Private Sector,"London, UK",UK,"FutureNetwork 748 (Private Sector) focuses on monitoring & evaluation and works on SDG 8. Operating primarily in London, UK.",SDG 8,"Data Analysis, Monitoring & Evaluation, Renewable Energy",https://www.bluesolutions(p748.org,Lead 748,44889206807,46,5000,11,"English, Portuguese",UTC,2025-09-07T06:12:22.380407Z
partner_0749,FuturePartners 749 (University),contact749@futurepartners.org,University,"Kolkata, India",India,"RuralSolutions 749 (University) focuses on monitoring & evaluation and works on SDG 10, SDG 11. Operating primarily in Kolkata, India.","SDG 10, SDG 11","Renewable Energy, Project Management, Monitoring & Evaluation, Communications",https://www.futurepartners749.org,Lead 749,91785667485,41,25000,3,"English, Mandarin",Asia/Kolkata,2022-08-23T06:12:22.380407Z
partner_0750,FutureNetwork 750 (Government),contact750@futurenetwork.org,Government,"Bengaluru, India",India,"OceanLabs 750 (Government) focuses on community engagement and works on SDG 11, SDG 4, SDG 8, SDG 14. Operating primarily in Bengaluru, India.","SDG 11, SDG 4, SDG 8, SDG 14","Project Management, Project Management, Healthcare, Community Engagement",https://www.futurenetwork750.org,Lead 750,91679415367,46,5000,4,"English, Arabic",Asia/Kolkata,2024-06-11T06:12:22.380407Z
partner_0751,OceanCollective 751 (Foundation),contact751@oceancollective.org,Foundation,"Jakarta, Indonesia",Indonesia,"UrbanNetwork 751 (Foundation) focuses on gis and works on SDG 10, SDG 6. Operating primarily in Jakarta, Indonesia.","SDG 10, SDG 6","Mobile App Development, Communications, Project Management, Water Management",https://www.oceancollective751.org,Lead 751,2495563188,86,100000,6,"English, Swahili",UTC,2024-07-27T06:12:22.380407Z
partner_0752,RuralFoundation 752 (Government),contact752@ruralfoundation.org,Government,"Pune, India",India,"TerraNetwork 752 (Government) focuses on renewable energy and works on SDG 16, SDG 5. Operating primarily in Pune, India.","SDG 16, SDG 5","Project Management, Renewable Energy, Monitoring & Evaluation, Communications",https://www.ruralfoundation752.org,Lead 752,91918010696,78,100000,1,"English, Portuguese",Asia/Kolkata,2025-08-16T06:12:22.380407Z
partner_0753,RuralInitiative 753 (Startup),contact753@ruralinitiative.org,Startup,"Delhi, India",India,"TerraSolutions 753 (Startup) focuses on renewable energy and works on SDG 4. Operating primarily in Delhi, India.",SDG 4,"Renewable Energy, Monitoring & Evaluation, Project Management",https://www.ruralinitiative753.org,Lead 753,91780580063,45,100000,6,"English, Portuguese",Asia/Kolkata,2024-03-31T06:12:22.380407Z
partner_0754,FutureFoundation 754 (University),contact754@futurefoundatio.org,University,Singapore,Singapore,"GreenPartners 754 (University) focuses on logistics and works on SDG 7, SDG 17. Operating primarily in Singapore.","SDG 7, SDG 17","Agriculture, Monitoring & Evaluation, Project Management, Fundraising",https://www.futurefoundatio754.org,Lead 754,1880905712,82,25000,5,"English, Mandarin",Asia/Singapore,2022-11-16T06:12:22.380407Z
partner_0755,SolarNetwork 755 (Private Sector),contact755@solarnetwork(pr.org,Private Sector,"Bangkok, Thailand",Thailand,"SolarWorks 755 (Private Sector) focuses on fundraising and works on SDG 11, SDG 12, SDG 6, SDG 1. Operating primarily in Bangkok, Thailand.","SDG 11, SDG 12, SDG 6, SDG 1","Policy Advocacy, Fundraising",https://www.solarnetwork(pr755.org,Lead 755,2629038256,66,100000,8,"English, Hindi",UTC,2023-09-17T06:12:22.380407Z
partner_0756,GreenInitiative 756 (Startup),contact756@greeninitiative.org,Startup,"New York, USA",USA,"UrbanWorks 756 (Startup) focuses on renewable energy and works on SDG 17. Operating primarily in New York, USA.",SDG 17,"Monitoring & Evaluation, Renewable Energy, Project Management, Communications",https://www.greeninitiative756.org,Lead 756,2807975900,66,10000,8,"English, French",UTC,2025-05-22T06:12:22.380407Z
partner_0757,FutureFoundation 757 (Startup),contact757@futurefoundatio.org,Startup,"Pune, India",India,"TerraPartners 757 (Startup) focuses on agriculture and works on SDG 10, SDG 14, SDG 11. Operating primarily in Pune, India.","SDG 10, SDG 14, SDG 11","Project Management, GIS, Healthcare",https://www.futurefoundatio757.org,Lead 757,91844628116,57,25000,9,"English, Portuguese",Asia/Kolkata,2023-07-03T06:12:22.380407Z
partner_0758,OceanLabs 758 (NGO),contact758@oceanlabs.org,NGO,"Tokyo, Japan",Japan,"BlueInitiative 758 (NGO) focuses on agriculture and works on SDG 7, SDG 14, SDG 5, SDG 16. Operating primarily in Tokyo, Japan.","SDG 7, SDG 14, SDG 5, SDG 16","Project Management, Research, Healthcare",https://www.oceanlabs758.org,Lead 758,1610149561,56,5000,1,"English, Portuguese",Asia/Tokyo,2025-11-23T06:12:22.380407Z
partner_0759,OceanWorks 759 (Startup),contact759@oceanworks.org,Startup,"Chennai, India",India,"GreenFoundation 759 (Startup) focuses on agriculture and works on SDG 6, SDG 17. Operating primarily in Chennai, India.","SDG 6, SDG 17","Data Analysis, GIS",https://www.oceanworks759.org,Lead 759,91690909417,53,100000,2,"English, Swahili",Asia/Kolkata,2023-02-24T06:12:22.380407Z
partner_0760,OceanCollective 760 (Government),contact760@oceancollective.org,Government,"Hyderabad, India",India,"RuralNetwork 760 (Government) focuses on fundraising and works on SDG 8, SDG 5, SDG 7, SDG 15. Operating primarily in Hyderabad, India.","SDG 8, SDG 5, SDG 7, SDG 15","Community Engagement, Policy Advocacy, Project Management",https://www.oceancollective760.org,Lead 760,91834314727,85,50000,12,"English, Mandarin",Asia/Kolkata,2023-01-09T06:12:22.380407Z
partner_0761,BlueInitiative 761 (Government),contact761@blueinitiative.org,Government,"Berlin, Germany",Germany,"RuralSolutions 761 (Government) focuses on communications and works on SDG 16, SDG 8, SDG 1. Operating primarily in Berlin, Germany.","SDG 16, SDG 8, SDG 1","Communications, Communications",https://www.blueinitiative761.org,Lead 761,2617780823,46,25000,10,"English, Portuguese",UTC,2024-01-05T06:12:22.380407Z
partner_0762,OceanFoundation 762 (NGO),contact762@oceanfoundation.org,NGO,"New York, USA",USA,"CommunityWorks 762 (NGO) focuses on community engagement and works on SDG 3. Operating primarily in New York, USA.",SDG 3,"Healthcare, Project Management, Project Management, Agriculture",https://www.oceanfoundation762.org,Lead 762,2580422005,53,100000,6,"English, Portuguese",UTC,2023-06-26T06:12:22.380407Z
partner_0763,SolarCollective 763 (University),contact763@solarcollective.org,University,"Tokyo, Japan",Japan,"OceanCollective 763 (University) focuses on communications and works on SDG 17. Operating primarily in Tokyo, Japan.",SDG 17,"Communications, Project Management",https://www.solarcollective763.org,Lead 763,2947932561,83,25000,9,"English, Hindi",Asia/Tokyo,2024-03-04T06:12:22.380407Z
partner_0764,GreenFoundation 764 (Private Sector),contact764@greenfoundation.org,Private Sector,"Nairobi, Kenya",Kenya,"RuralInitiative 764 (Private Sector) focuses on water management and works on SDG 17, SDG 2, SDG 4, SDG 14. Operating primarily in Nairobi, Kenya.","SDG 17, SDG 2, SDG 4, SDG 14","Project Management, Communications",https://www.greenfoundation764.org,Lead 764,2218174450,75,5000,10,"English, French",UTC,2025-05-20T06:12:22.380407Z
partner_0765,GreenSolutions 765 (Startup),contact765@greensolutions.org,Startup,"Toronto, Canada",Canada,"RuralFoundation 765 (Startup) focuses on data analysis and works on SDG 4, SDG 13. Operating primarily in Toronto, Canada.","SDG 4, SDG 13","Monitoring & Evaluation, Water Management",https://www.greensolutions765.org,Lead 765,1894590898,92,50000,0,English,America/Toronto,2024-04-14T06:12:22.380407Z
partner_0766,BlueInitiative 766 (Startup),contact766@blueinitiative.org,Startup,"Delhi, India",India,"TerraWorks 766 (Startup) focuses on healthcare and works on SDG 12, SDG 16, SDG 15, SDG 2. Operating primarily in Delhi, India.","SDG 12, SDG 16, SDG 15, SDG 2","Mobile App Development, Project Management, Communications, Healthcare",https://www.blueinitiative766.org,Lead 766,91650522216,50,50000,5,"English, Arabic",Asia/Kolkata,2025-08-29T06:12:22.380407Z
partner_0767,RuralWorks 767 (University),contact767@ruralworks.org,University,"Kolkata, India",India,"OceanPartners 767 (University) focuses on marine science and works on SDG 4, SDG 2, SDG 12, SDG 11. Operating primarily in Kolkata, India.","SDG 4, SDG 2, SDG 12, SDG 11","Water Management, Education",https://www.ruralworks767.org,Lead 767,91617205524,58,5000,2,"English, Swahili",Asia/Kolkata,2024-10-28T06:12:22.380407Z
partner_0768,TerraSolutions 768 (NGO),contact768@terrasolutions.org,NGO,"Jakarta, Indonesia",Indonesia,"UrbanLabs 768 (NGO) focuses on project management and works on SDG 2. Operating primarily in Jakarta, Indonesia.",SDG 2,"Healthcare, Communications, Monitoring & Evaluation",https://www.terrasolutions768.org,Lead 768,2505382770,43,5000,4,"English, Mandarin",UTC,2024-08-11T06:12:22.380407Z
partner_0769,ImpactInitiative 769 (NGO),contact769@impactinitiativ.org,NGO,"Jakarta, Indonesia",Indonesia,"FutureFoundation 769 (NGO) focuses on communications and works on SDG 7, SDG 17, SDG 4, SDG 1. Operating primarily in Jakarta, Indonesia.","SDG 7, SDG 17, SDG 4, SDG 1","Water Management, Project Management, Communications, Fundraising",https://www.impactinitiativ769.org,Lead 769,2398206483,73,5000,10,"English, Swahili",UTC,2022-07-03T06:12:22.380407Z
partner_0770,FutureFoundation 770 (University),contact770@futurefoundatio.org,University,"Mumbai, India",India,"OceanCollective 770 (University) focuses on research and works on SDG 16. Operating primarily in Mumbai, India.",SDG 16,"Project Management, Research, Renewable Energy, GIS",https://www.futurefoundatio770.org,Lead 770,91954454271,89,100000,10,English,Asia/Kolkata,2025-12-31T06:12:22.380407Z
partner_0771,TerraNetwork 771 (Foundation),contact771@terranetwork.org,Foundation,"Bangkok, Thailand",Thailand,"ImpactLabs 771 (Foundation) focuses on mobile app development and works on SDG 16, SDG 13, SDG 1. Operating primarily in Bangkok, Thailand.","SDG 16, SDG 13, SDG 1","Communications, Healthcare",https://www.terranetwork771.org,Lead 771,2931609255,83,100000,5,"English, Arabic",UTC,2024-05-22T06:12:22.380407Z
partner_0772,ImpactFoundation 772 (NGO),contact772@impactfoundatio.org,NGO,"Hyderabad, India",India,"TerraInitiative 772 (NGO) focuses on research and works on SDG 5, SDG 12, SDG 9. Operating primarily in Hyderabad, India.","SDG 5, SDG 12, SDG 9","GIS, Data Analysis, Project Management",https://www.impactfoundatio772.org,Lead 772,91697107879,80,5000,3,"English, French",Asia/Kolkata,2023-09-24T06:12:22.380407Z
partner_0773,OceanWorks 773 (Foundation),contact773@oceanworks.org,Foundation,"Hyderabad, India",India,"FutureInitiative 773 (Foundation) focuses on community engagement and works on SDG 2, SDG 15, SDG 3, SDG 17. Operating primarily in Hyderabad, India.","SDG 2, SDG 15, SDG 3, SDG 17","Healthcare, Agriculture",https://www.oceanworks773.org,Lead 773,91840406920,41,25000,3,"English, Mandarin",Asia/Kolkata,2023-10-29T06:12:22.380407Z
